Cell number,Location of the middle of cell in X axis (pixels),Location of the middle of cell in Y axis (pixels)
918,-24.96029019,-1157.031289
919,-55.06043737,99.9830932
920,-523.05015,1062.572903
921,-291.4107816,1709.620538
922,-320.188165,1254.342373
923,-12.30534566,-1242.111109
924,-144.6610147,1140.418182
925,-198.2331836,1663.799857
926,218.2837549,103.6336111
927,69.02551159,-92.29189245
928,-138.0075693,-1561.507315
929,-93.10665919,-1919.223754
930,-49.41168559,1848.974052
931,-284.2482138,-153.9419788
932,-187.3765576,-1174.39749
933,324.1398539,-732.3548982
934,-69.69033141,-528.0327741
935,181.2644271,-328.9580677
936,95.34178271,1335.649636
937,-211.6698254,-1681.644447
938,183.363688,-464.2477327
939,-115.9289841,-1424.598441
940,-36.23664488,-1015.039546
941,-158.7739961,-1869.434829
942,69.57654814,2088.996259
943,-28.37946756,-2228.262846
944,133.6258324,-2568.118765
945,57.43299738,1582.096538
946,-234.5965103,3083.494924
947,-7.736636727,1564.448213
948,-144.974218,1353.160342
949,-190.9941884,-1653.999519
950,207.8088493,-50.32233549
951,-72.71538543,-70.49832992
952,-318.8225848,1123.091402
953,62.28701205,385.955396
954,-202.1894343,-307.2246035
955,-321.5349373,-2168.814975
956,-208.1639144,2846.199417
957,-381.4719742,1229.866016
958,-411.1831348,326.1941152
959,-154.7631409,-1283.020425
960,-424.6163837,-1672.028851
961,88.40414968,1345.534135
962,-397.6792356,768.1183786
963,26.41329925,-1030.915355
964,-399.572552,1608.562385
965,79.56485043,-1137.392466
966,89.94286169,-2237.658456
967,-14.28594899,497.248649
968,-140.8818157,3135.402169
969,-502.0723349,969.2666407
970,-240.3636752,-317.7908569
971,-139.1946998,45.53860621
972,104.4849018,-1613.505569
973,-349.5456373,1808.635997
974,188.8055218,-1456.721122
975,-54.03403697,2212.339052
976,-127.8225001,-1993.604947
977,-63.31732559,-136.2627126
978,-11.11326962,-1064.721177
979,-549.853717,1028.707072
980,200.8011198,-247.8538729
981,182.7449369,-444.0636497
982,-170.5616426,-2426.566461
983,-79.82928051,1763.706844
984,-186.0780411,2873.372613
985,-393.5914303,896.6538593
986,-302.3991965,-2215.618612
987,141.4059591,-75.3667694
988,-144.9142062,-1014.668628
989,104.5242927,-2811.105553
990,65.10215889,-1579.065523
991,95.20010238,447.8834181
992,-139.539868,1430.928052
993,-20.96255374,-1575.538977
994,35.61176529,-1100.405185
995,-138.9871055,-742.8169779
996,-116.9367472,924.8156727
997,-483.4467644,1212.0885
998,-21.92995891,1543.747143
999,-199.7952092,1032.704295
1000,107.7058987,33.52174029
1001,-20.61616562,-786.3321666
1002,150.4313379,34.63989567
1003,80.43291762,838.7248563
1004,44.40472192,654.570889
1005,-25.3144898,-403.5267488
1006,-312.7996252,1653.910966
1007,143.9505634,322.6399575
1008,-213.4144445,993.9473451
1009,-117.0184325,-965.0277949
1010,-61.27550699,-1236.822405
1011,-151.9558669,-435.5466649
1012,173.2493764,-632.7287111
1013,151.5780694,-679.6225481
1014,-9.807502885,-1381.718473
1015,-229.0928942,-1508.42375
1016,-387.0736095,550.580308
1017,-35.54237161,-658.2021473
1018,159.457857,-1465.45315
1019,85.88272015,2211.624501
1020,-277.6451666,-49.1828409
1021,39.52372368,420.3257485
1022,-61.63929168,-891.9008247
1023,-280.1929242,240.3024793
1024,-125.414526,1908.849358
1025,-114.7672311,474.4632723
1026,-309.3253642,-2362.131765
1027,-396.5252343,201.6949547
1028,78.60042458,1288.787057
1029,-46.38614889,1964.290746
1030,79.80436766,1940.959041
1031,-319.2413233,-2294.079095
1032,-493.839516,1040.543447
1033,-25.24435443,-2347.261065
1034,-366.1512889,1626.635462
1035,192.6916638,-1302.439675
1036,206.1313266,-510.1452515
1037,-304.6551053,548.7407523
1038,-395.3757502,1644.606156
1039,-55.33386035,3113.189019
1040,43.42053909,-630.4390373
1041,-138.8344066,-873.8776149
1042,-488.9495577,1173.908493
1043,-165.8360718,209.5467689
1044,-344.82385,1498.288819
1045,-212.2100518,1279.238137
1046,-376.3610527,2107.119387
1047,109.8710266,-2904.157713
1048,-376.2566592,430.4601649
1049,-71.02706859,-1567.231284
1050,187.2868318,-1086.484461
1051,72.11391271,1628.793704
1052,-216.5987657,2887.098517
1053,-493.4303697,1472.969052
1054,-175.6232818,2441.330061
1055,-445.824739,81.76314935
1056,91.99160196,-1097.734755
1057,-465.2547158,1026.042733
1058,-397.4708697,918.8204643
1059,142.3397821,-2064.402264
1060,-254.5000396,-1732.377984
1061,65.32483687,221.4913778
1062,2.685103992,-5.67948703
1063,-314.8815166,-1325.633791
1064,-327.9850653,465.3996732
1065,-273.4128706,1206.412823
1066,-439.6804599,911.6184697
1067,-51.2359214,-795.1033396
1068,-7.630750972,1949.838036
1069,-242.9917187,1019.938388
1070,104.6235319,-637.7717356
1071,-174.4669702,2858.903724
1072,-277.0218072,411.1158504
1073,-214.8964529,-286.5695658
1074,-3.613503717,879.2393291
1075,-262.99271,-242.0162097
1076,-134.4763367,-513.9979493
1077,-236.5047856,294.3321974
1078,-267.1201333,1763.094607
1079,56.53235792,70.43116876
1080,-245.2474329,-1021.02402
1081,40.58871131,-1585.981866
1082,-211.4804898,-244.8005575
1083,-10.26433291,-1849.650822
1084,-210.5580799,-1618.594409
1085,69.69737333,-3.456164104
1086,199.0978693,-1711.7564
1087,183.9071831,-605.9158841
1088,199.3174405,-1843.023827
1089,-89.34087629,2991.776238
1090,140.6720497,-635.920326
1091,-151.3609035,183.5387722
1092,-396.8914728,1278.184433
1093,-219.6981727,-1141.850143
1094,-123.8715847,-1097.525344
1095,-46.35640017,-1718.717143
1096,-290.4046488,-80.20841541
1097,-315.1461563,-24.41614354
1098,-214.8963472,1312.711763
1099,-138.1842017,1327.891425
1100,-153.9718433,208.5222475
1101,-315.858195,-1571.931768
1102,-200.7801796,393.9274297
1103,-196.1917107,-1598.903673
1104,88.10904379,-2711.859555
1105,-439.3041643,782.2923471
1106,89.65287861,944.5918486
1107,-34.60627335,-1641.222478
1108,-278.0352306,-913.9852302
1109,-266.5990484,2094.595725
1110,-124.5028829,1769.093205
1111,125.6355723,1787.986395
1112,-119.6938077,-1625.836537
1113,215.4715862,-1374.290182
1114,210.4463537,-1688.512921
1115,-205.9684544,-362.426386
1116,-486.3323821,1383.364348
1117,14.92962805,1247.778246
1118,-132.1584813,6.509531061
1119,-6.465301542,-1667.139087
1120,70.25901619,-1414.799582
1121,-187.945058,1417.697544
1122,-190.7180636,2004.839629
1123,-366.0124816,-145.475285
1124,-153.1302989,2777.040067
1125,55.62772739,470.2722928
1126,91.93236318,-423.392046
1127,-358.8041218,-1991.630763
1128,-327.3409354,-1972.609784
1129,-289.7965711,2207.664669
1130,-317.7545838,2092.105394
1131,202.8255925,-229.6448615
1132,-264.4862404,-1666.338994
1133,352.9619608,-479.6884244
1134,80.47652945,302.1302012
1135,110.3235261,-40.46962029
1136,1.589293116,-865.8874899
1137,-262.2860232,1874.025784
1138,-177.5104441,1950.709236
1139,-79.04842006,-556.5117445
1140,-203.2810846,2994.265352
1141,-132.2592815,-544.5941607
1142,-312.3878448,-2522.898986
1143,-52.57177756,190.0665218
1144,2.806175157,-589.4853761
1145,-355.3580605,-1866.640067
1146,-441.1785382,1727.411196
1147,231.7343698,-1940.644918
1148,-215.4675982,1629.581907
1149,-77.57884636,622.4867395
1150,107.9138516,398.8060318
1151,-504.5282355,1860.709586
1152,-372.4404779,-84.84808158
1153,256.9231408,-1503.265856
1154,26.40815059,-1868.82281
1155,26.27651478,-1112.993957
1156,-127.4981458,-2058.780823
1157,-411.0468059,-1882.062758
1158,-509.8074238,1277.595561
1159,11.75025804,1509.715103
1160,-498.1416882,1352.775459
1161,-48.28628326,-1222.84018
1162,-426.6999876,1734.590809
1163,245.9104184,-1498.690036
1164,304.0353615,-296.1597105
1165,-24.22381693,-1411.361731
1166,-213.6039054,-2078.964704
1167,-334.8520809,-2221.930137
1168,44.39662846,-1800.412062
1169,-99.08559283,-1613.64518
1170,-259.3806611,2877.562667
1171,-61.5814233,177.1279316
1172,-213.6649148,1373.757355
1173,-412.2319803,1932.285181
1174,189.8535571,-1378.768382
1175,40.53971732,-1663.012821
1176,-368.4597018,-1751.641676
1177,-73.92147711,142.5607637
1178,-237.7570835,-1625.673889
1179,-282.4452309,2027.768463
1180,57.76935324,2145.993951
1181,-48.18255763,-50.01414732
1182,-205.7891576,-127.6724422
1183,-155.7206026,-1045.346463
1184,-200.808459,385.1439884
1185,-267.9389544,1224.928278
1186,-304.1357046,-2146.280529
1187,-157.8254488,2151.839128
1188,-64.79589169,-327.5203819
1189,-124.5057779,-1655.900215
1190,-336.1371389,717.8733931
1191,-168.7309687,186.6312758
1192,62.41670825,726.2784127
1193,24.46441936,1952.853012
1194,-195.6499733,-431.0425556
1195,-106.0975521,-859.7181038
1196,216.6755516,-1644.023687
1197,-60.04605704,-531.2456791
1198,-313.47445,1861.489591
1199,219.4859714,-1486.549068
1200,-210.8341938,-2448.759231
1201,-333.285681,1918.822341
1202,-369.4907987,-1533.300723
1203,138.0477876,-1974.502138
1204,-317.177655,-2090.756463
1205,323.5478199,-479.9260647
1206,-292.9104731,-292.6060774
1207,-428.2455919,46.70737624
1208,-505.5711334,1644.003735
1209,-151.5403381,865.1582553
1210,11.82070394,-770.4029858
1211,-99.50690652,-1146.766047
1212,-199.4222017,-2277.540509
1213,-479.0821389,1716.429127
1214,-40.8232234,-1399.1672
1215,-139.1333801,-1130.309827
1216,-148.2765017,376.9293749
1217,-456.8171101,1268.071722
1218,-126.8294662,3125.31619
1219,122.3242417,-1600.694345
1220,-317.3490972,1567.500205
1221,-16.96691301,-2202.742641
1222,-8.935771285,315.4612892
1223,-205.7396918,-1850.093349
1224,94.13722332,-2092.847041
1225,-108.7954465,790.9040964
1226,-344.1307698,1560.775068
1227,-344.424043,-24.2154617
1228,-67.57708424,-423.2536316
1229,-304.2164768,806.6098175
1230,-51.09177292,882.3643288
1231,189.6708293,-58.01394838
1232,260.0790946,-251.283913
1233,-335.8181505,1694.850256
1234,-280.5068243,2982.947087
1235,-35.15088542,2143.54217
1236,-372.573965,-1460.145084
1237,-169.5129384,-1154.012337
1238,-530.9626184,1421.715317
1239,-29.63709139,-1988.773741
1240,92.30304348,-999.5553402
1241,-138.5110203,1114.639541
1242,82.05149608,-1490.47662
1243,-463.157531,1458.39383
1244,-27.37228517,-1875.809024
1245,-55.08319956,-1493.661974
1246,-172.2689936,2136.478598
1247,-304.0250628,68.06723781
1248,-229.6817445,2989.483314
1249,-258.8035978,1617.988261
1250,-129.4043757,1826.058175
1251,-103.5310498,-2236.27874
1252,-227.590268,-1015.610874
1253,-217.2125893,1525.494262
1254,-350.190887,-1395.385522
1255,-341.6774695,-1881.425866
1256,142.159804,1802.187727
1257,44.96965732,-2458.907589
1258,-218.6559801,2268.422768
1259,142.5396973,-2005.858506
1260,-97.47544272,-1487.4945
1261,42.98668748,1432.997308
1262,80.42573363,662.6877226
1263,99.66759304,1588.855417
1264,-6.411469149,-126.2437149
1265,-143.4379362,861.4605573
1266,37.46106768,-1754.184106
1267,-112.9617124,-1307.636189
1268,-229.0200087,2915.286024
1269,-38.65319311,945.6921338
1270,135.5390452,-90.56738702
1271,-262.7377053,-1344.636382
1272,-435.8185135,841.1611076
1273,-516.7021586,1730.682573
1274,93.902935,-2071.362534
1275,-138.254498,-1491.845607
1276,99.61313308,-68.69762095
1277,-279.1690996,1365.821213
1278,-326.8043847,-2306.740826
1279,-130.9963953,2788.817308
1280,-226.1666271,-2204.62883
1281,-278.2174509,-1875.649892
1282,-449.3953772,97.92504972
1283,-17.18412618,-727.7530551
1284,-205.5129401,3215.52477
1285,-396.5891138,1708.297891
1286,-315.403969,-1861.428562
1287,-292.9662184,545.1690662
1288,146.7550446,-414.3344957
1289,-146.1023961,-1874.965968
1290,-271.227654,-1772.35048
1291,281.260838,-673.4231061
1292,-219.5740244,-1674.665902
1293,-316.8731883,197.4007844
1294,-476.2176266,1701.61054
1295,140.3645388,-1721.750143
1296,-18.0565063,121.1469794
1297,128.872983,1092.896369
1298,132.607319,-337.666457
1299,-134.7564035,-952.9976616
1300,185.8853662,76.26611204
1301,-365.9093145,1899.011424
1302,-321.0115037,177.8291164
1303,-369.9292312,-1407.28028
1304,141.2730368,-928.0437882
1305,-415.1946017,60.30287401
1306,-190.8226122,-1865.595285
1307,-186.2614475,-1052.386245
1308,-234.7326917,-1008.774626
1309,-307.7873548,2038.313478
1310,129.053608,-2744.067371
1311,-137.6614344,-757.6703645
1312,-73.65563098,1047.06725
1313,-354.6405207,-1826.734698
1314,-280.5094077,-1486.938172
1315,-256.4441893,3118.774243
1316,-99.58152652,2123.445439
1317,-108.45343,-1093.876411
1318,210.511041,-209.206097
1319,-155.4520537,2904.614281
1320,295.1859501,-746.2147757
1321,-89.30794624,-1045.634977
1322,-284.6195474,895.1863883
1323,-296.6039062,1318.130325
1324,162.6248069,13.02421239
1325,38.03789102,-1635.479261
1326,-55.61877631,-1163.891941
1327,188.435829,-2057.009256
1328,68.36639027,-948.2720222
1329,-239.8967053,-1796.108092
1330,-161.3047033,1062.377344
1331,-168.7056749,-2005.322182
1332,-366.9628228,-1961.810659
1333,-322.2697086,1877.226439
1334,-147.9286875,-1039.848519
1335,-131.6427679,-1007.654294
1336,-201.7399119,-2462.059624
1337,-246.5496346,-1136.200567
1338,-461.1826989,1627.700126
1339,-281.2646983,-2215.260687
1340,284.64887,-770.6390533
1341,120.6061364,-1099.009446
1342,-27.08167143,-2020.434895
1343,137.6202292,-1121.579366
1344,-499.704068,1179.08302
1345,-159.273859,1480.516644
1346,-72.55693295,-1077.280338
1347,-215.4451406,1515.008902
1348,-474.6041872,753.5931224
1349,223.9135952,-372.9574067
1350,-409.4951062,-41.28795122
1351,101.5694842,-2069.990469
1352,184.8727451,-1310.414735
1353,-332.1565315,930.3022876
1354,-387.0825583,1825.176005
1355,131.191196,20.8653879
1356,-146.9672914,2838.692569
1357,-95.85133857,1746.26449
1358,-72.76286189,-2219.508974
1359,-373.8184919,-48.6634703
1360,25.37871538,1874.481465
1361,-52.27151791,-1485.266595
1362,-475.4755052,1187.380423
1363,-422.7815704,-1744.835273
1364,-135.3085086,-636.7020308
1365,-103.7384823,-1472.186909
1366,194.1195822,-1429.128664
1367,-421.1245413,688.3258452
1368,171.532017,-1300.559041
1369,-499.8792986,1636.30832
1370,-296.777902,-1475.671346
1371,-30.46352625,1250.54
1372,-298.2324227,1491.454161
1373,147.7692611,-2600.166368
1374,27.89302481,-1410.870522
1375,-436.952917,1823.021418
1376,-137.7249924,2945.489687
1377,-239.0527066,-1743.5573
1378,-415.8816491,-1687.618634
1379,246.2108663,-1458.738829
1380,-286.1843655,-1007.684902
1381,-216.5854531,1264.123822
1382,189.5602034,-1413.621546
1383,-394.8765926,-1529.169032
1384,-314.0620062,-1805.987027
1385,80.03139715,-128.0262326
1386,196.4160037,-1684.458763
1387,-308.8918503,1876.042839
1388,-250.7369503,1725.819351
1389,27.15765808,-1012.517832
1390,-167.9060442,-1883.620905
1391,-365.0732241,168.0291593
1392,33.95683162,1242.237844
1393,-431.2008526,1257.070545
1394,-305.3401539,-74.62849719
1395,-87.49670627,-1982.093953
1396,-256.149134,-2225.410139
1397,-472.9092646,1157.38789
1398,133.100877,1044.83724
1399,-349.0076733,-1385.527788
1400,-315.9930503,-2441.223767
1401,22.15078463,-2164.119977
1402,65.63757149,-1740.170215
1403,-352.2511908,-1464.654955
1404,-17.70245842,2030.198712
1405,-96.79252068,1327.66262
1406,118.1645442,-2076.588033
1407,-102.0570681,858.3002038
1408,-304.8636286,-4.100146874
1409,2.01194217,-1547.75251
1410,223.5231982,-480.9266288
1411,-370.0353335,375.586152
1412,109.6538692,-1373.983767
1413,101.196316,-1674.964624
1414,-54.03991845,1599.044345
1415,-56.09771553,-1509.06071
1416,-449.5610059,1084.452241
1417,-482.2899893,1754.167124
1418,-117.3883384,-826.5621333
1419,-201.7678199,1469.32608
1420,-373.5327426,-143.754673
1421,-192.4874664,-2095.954353
1422,-129.3317845,-1561.170343
1423,-476.7982413,1898.974192
1424,-71.25402403,237.7462879
1425,71.09125813,640.7103723
1426,-33.35422839,2281.569654
1427,-220.1903725,-1508.926779
1428,-237.912529,-1616.557149
1429,94.31721602,-2620.972886
1430,-75.27049075,2032.690559
1431,-465.0215294,1709.993091
1432,-426.3522036,119.2077718
1433,-164.2730865,-1518.1471
1434,-224.5564308,-1008.051755
1435,-299.8815864,-67.51996767
1436,-299.6208287,2.294162264
1437,-333.839383,-1950.175804
1438,329.7063001,-392.6249901
1439,62.38193654,-1682.042274
1440,-395.1621153,1957.263054
1441,-170.0388753,426.2091885
1442,47.96419196,-415.763297
1443,-33.2410073,-1462.046914
1444,-115.9975387,-1870.418927
1445,-351.7073655,-1596.136339
1446,-299.273364,111.4212548
1447,-105.4431428,2765.099212
1448,-90.24550096,1300.374753
1449,153.8534728,-203.7899062
1450,-309.888058,-1496.576228
1451,91.07020903,119.0856281
1452,-303.3842299,-1820.937967
1453,-50.33969983,-1147.539444
1454,82.64214921,1360.206286
1455,124.8151278,1840.629873
1456,-313.0309856,175.8478143
1457,-235.9850667,3113.927822
1458,-429.1530889,1121.625294
1459,57.35448726,-1044.240991
1460,-138.8236067,1998.401322
1461,200.3703252,-1738.339251
1462,-30.10721845,1578.798002
1463,-367.8342528,41.69765851
1464,-117.8142655,-693.0675705
1465,-340.7172806,-1943.640767
1466,-473.5195251,348.4541751
1467,163.4644881,-372.3448505
1468,351.9270079,-404.9471661
1469,-131.5527036,2553.710472
1470,136.3942801,-235.9278884
1471,38.94120372,-1993.3393
1472,87.92324647,1111.113085
1473,-55.59660433,1434.326168
1474,14.63265736,-989.8788693
1475,-423.5574328,2111.013441
1476,-130.9479766,63.0472203
1477,5.278117637,-120.1372468
1478,-237.1987987,-53.68875248
1479,-228.2248704,1547.924242
1480,-203.8042594,-1485.727536
1481,120.3230924,-2486.993605
1482,-265.3677536,2241.075622
1483,-260.9800843,554.02162
1484,-304.9107693,-1603.580079
1485,-368.5553912,-1725.974389
1486,217.0687374,-359.8643354
1487,-91.5936907,-841.5802611
1488,179.7898843,-127.4544494
1489,-153.9808554,-1122.457259
1490,-211.5482908,1181.400612
1491,-154.7699442,-1427.83546
1492,-68.83888743,742.0496638
1493,-269.7733074,-1531.340305
1494,-286.2758671,755.1252982
1495,-369.9484938,-1907.882102
1496,-50.73587844,1157.333038
1497,-311.2527037,351.4368889
1498,-172.9411268,-573.2641278
1499,86.77505971,-201.8019473
1500,-305.7290808,1622.11413
1501,-82.42233526,-808.0818656
1502,-284.052901,-1521.087159
1503,18.35953911,-1446.293446
1504,-54.94227962,632.413676
1505,-185.0917671,-1332.519582
1506,146.0908483,-1265.275249
1507,245.8660874,-1528.765122
1508,-234.9987298,163.3129026
1509,-67.93269894,-1248.056428
1510,104.8002746,-1329.010407
1511,2.913421654,1153.994013
1512,32.71870213,-1884.036725
1513,183.6130314,-1502.278311
1514,48.91256676,-1000.981482
1515,-415.0810066,660.4375238
1516,-377.7111031,1825.370714
1517,-443.5877998,771.0067795
1518,-225.2523597,290.0664352
1519,-345.8715449,1488.771924
1520,-25.18739021,-1451.603849
1521,-230.673602,2094.014386
1522,-310.5658121,1144.718632
1523,363.0676452,-683.7541214
1524,202.6994198,-1655.326191
1525,20.2377263,-1408.256455
1526,-284.5299405,1880.373487
1527,-279.0838731,-101.4375726
1528,-329.6544063,79.19773561
1529,-283.175034,811.3629312
1530,54.025622,1826.657392
1531,305.8603877,-677.6682963
1532,40.58272868,1759.280372
