,A_11PM,A_3AM,A_7AM,A_11AM,A_3PM,A_7PM,B_11PM,B_3AM,B_7AM,B_11AM,B_3PM,B_7PM
cebp1,6.5858,11.777,16.754,15.6706,14.597,11.2421,9.6113,10.2907,15.5182,20.0529,13.8491,13.3574
vapa,30.044,36.0001,16.4173,20.0771,13.9941,18.3277,20.2899,23.3863,28.5757,14.3647,9.46409,17.9887
adam10b,15.1347,12.5912,13.7908,7.91837,9.32497,12.9127,17.1837,15.9349,13.7717,12.1411,12.4683,12.6539
zgc:109782,232.003,206.614,117.805,92.2207,137.272,136.477,266.843,251.261,147.531,127.011,127.029,180.924
zgc:153678,6.92512,5.6829,5.2684,4.63253,5.74258,5.48597,6.85293,6.31579,4.75772,5.13967,6.44578,7.1185
zgc:92245,21.3897,14.0842,13.0423,12.2857,19.8376,20.5799,19.8549,16.6019,16.2726,15.457,14.4965,20.6043
metap2,2.50205,2.67731,3.88177,4.88968,2.6836,2.69191,2.64321,3.17829,4.23928,3.53765,2.53174,2.76455
znrf1,9.94491,8.59914,6.95644,3.58794,5.56369,12.0013,14.9069,12.6103,7.63859,4.84285,7.55087,7.07851
snRK1,31.5023,23.444,29.7706,18.0639,22.8966,29.0393,32.1074,29.1966,20.5147,22.5814,20.6455,26.139
Tsga14,5.42046,3.81314,3.22538,2.429,3.31282,4.09706,5.83633,4.79637,2.30372,2.13741,2.82547,2.88598
TDG,6.40133,5.84009,6.57678,3.99043,4.983,6.19279,5.77565,7.06936,6.39545,5.27112,3.67029,5.11198
STRA6,206.666,210.876,307.658,340.741,367.359,195.665,211.411,269.08,298.214,411.897,365.093,326.694
Tsg101,25.7468,23.0418,34.7256,29.7301,35.4998,34.1647,28.6841,27.2127,32.6979,35.8457,36.3668,29.4216
zgc:174881,13.5686,19.4017,28.2678,26.5268,21.4362,13.4961,14.6762,15.4096,24.1428,42.5136,31.0056,21.7678
zgc:113028,12.9557,11.3312,12.6179,9.58231,17.7517,21.5555,16.4357,14.5921,13.2447,10.7961,19.1155,22.7851
LAMB1,8.11911,8.93944,8.04539,11.0103,9.73709,6.90413,6.32773,9.52317,10.6965,11.4501,7.26873,6.82389
ADAT1,1.3798,2.35146,2.45265,1.50758,2.18724,1.39936,0.957576,2.4369,2.30191,2.57729,1.62616,1.1487
gpia,90.0748,98.95,108.093,113.33,144.84,106.135,123.127,87.7952,104.986,126.488,144.647,126.556
,3.02173,2.61779,2.7165,2.12511,3.01992,2.66576,3.58535,2.40728,1.90725,2.06768,2.48075,3.35706
FANCA,1.40546,1.25339,2.64634,3.58543,1.88743,1.92071,1.8102,1.48394,2.42338,4.19383,2.63972,2.57434
adam10b,0.188251,0.257438,1.20245,1.07376,0.632741,0.409364,0.427547,0.394556,0.731969,1.0459,0.502397,0.386999
zgc:109782,7.06547,4.59211,4.85585,3.47959,4.45409,8.61518,6.02381,4.97805,4.82045,3.31578,5.368,6.4536
zgc:73185,8.81323,9.43219,29.936,26.133,28.7027,15.1247,5.35677,6.6303,13.93,28.0556,20.8746,23.7249
EFCAB4A,3.58044,5.34468,6.61388,5.06076,4.97945,3.69581,4.54998,6.44538,7.95733,6.89978,5.31049,5.0177
Cry3,4.69734,12.8082,61.1644,21.6351,11.0452,8.92724,6.23902,16.0663,56.2852,36.9613,18.495,10.3814
cat,54.9704,35.572,27.4737,23.2814,43.7703,45.7311,56.3626,48.7612,35.6386,35.3487,44.6225,60.0131
tph1a,1816.15,1678.83,853.791,695.303,922.834,737.446,1540.76,1563.21,1360.44,746.603,862.504,1019.17
Ldhd,3.6325,4.6767,6.49673,8.06693,7.72658,5.00986,3.47515,3.12339,6.32378,9.49334,9.18254,5.25711
arntl1a,9.87661,5.23832,1.34317,4.49494,12.6381,16.7951,16.1295,8.63394,1.50193,4.85113,11.3774,16.6654
dusp6,86.7043,66.9053,46.1386,36.987,35.4293,54.1633,63.1905,83.6275,42.6155,36.39,43.802,42.7304
zgc:158222,0.0,0.151136,0.343829,0.326174,0.0207255,0.0,0.0397975,0.0970443,0.302586,0.108261,0.0,0.0451576
zgc:162565,71.3835,101.145,83.1554,35.2364,27.627,72.0049,70.7732,70.7269,131.392,63.0318,39.6731,34.2902
SLC5A12,18.9047,29.5204,18.2677,13.9302,12.5577,10.6399,26.786,17.881,19.5527,10.987,11.3323,12.0021
irx5b,3.5841,5.80888,2.5856,2.2638,2.22124,2.18157,4.95209,3.53789,3.6659,2.47907,1.67013,2.14282
zgc:73359,54.9463,83.8637,395.377,541.645,566.5,217.592,147.725,130.426,301.413,496.391,778.884,522.933
zgc:66419,3.1707,6.12901,9.58416,7.09273,5.71513,4.07959,4.66156,5.09638,6.1972,9.1307,6.6431,6.26644
zgc:109949,175.482,150.706,80.7613,68.6738,109.437,112.758,176.188,148.987,101.457,92.1322,105.699,136.724
slc17a7,8.74305,17.3337,28.9958,26.7163,19.4655,28.4717,8.18727,14.4954,38.2093,39.1585,29.2043,17.8169
aclya,27.4628,29.3467,35.7926,45.2031,45.876,33.0146,26.5599,28.7406,30.5439,45.443,45.7865,36.8128
tmub2,8.43381,8.26368,15.5888,14.6667,14.8968,12.3625,9.66042,10.836,11.039,15.3811,14.8828,13.8509
nr1d2b,7.24577,79.2441,79.7269,23.5126,1.33658,2.79849,6.00234,53.1393,113.11,37.4781,4.81426,3.32169
ypel3,23.2368,21.0567,11.9724,16.4354,24.8757,34.3404,38.3803,25.534,23.2483,15.6322,35.7655,33.663
ALG1,6.73555,4.9444,2.97836,5.18361,6.0339,6.90301,5.53905,6.30621,1.4363,3.09631,5.82033,8.5403
zgc:173594,40.8137,87.7742,118.735,104.338,109.394,50.5766,72.0896,98.9084,105.697,116.089,108.305,98.998
zgc:173594,47.4637,64.2843,131.319,87.0,81.0991,35.1099,51.8765,100.173,89.8327,142.131,103.5,70.9559
syt5a,367.832,470.63,437.793,264.098,287.533,192.102,367.299,469.944,612.454,442.954,314.154,296.448
fus,106.63,60.378,22.0285,25.0538,54.4219,98.6733,105.183,66.0133,38.4153,25.3721,60.7312,84.7734
aldoaa,108.966,120.524,144.634,150.7,142.579,106.748,122.276,107.198,143.244,149.594,141.076,104.134
Gfer,4.04174,6.03861,7.28478,5.13837,5.82764,3.6004,4.4559,4.37478,9.48032,8.48546,4.82843,4.96372
GPR146,104.899,47.9333,44.839,46.6319,87.2719,79.3217,80.5189,77.4664,37.3894,55.4076,77.2544,111.753
pbx1a,21.8799,18.486,15.1703,12.9144,15.7139,21.9826,20.8996,19.036,17.3409,15.5605,17.2951,16.298
LOC553327,3073.06,3543.22,2715.3,849.109,880.024,609.842,2604.96,3793.36,3096.97,1550.33,1071.04,821.714
ldlrap1b,4.57069,4.44292,0.555235,0.471278,0.27478,0.299329,5.05281,1.16753,0.205244,0.0,0.391885,0.822448
zgc:171753,35.7096,42.4698,55.3856,42.2342,39.2824,35.2405,37.3684,36.429,45.8069,41.4067,39.2623,32.4324
zgc:77127,12.3505,15.1316,17.1771,17.1975,14.9303,11.5498,13.0146,14.4415,16.8602,12.2349,11.1842,10.903
si:ch211-106h11.4,0.261025,0.0,0.207393,0.68355,0.325116,0.0460901,0.0,0.149263,0.183359,0.494674,0.49929,0.270138
ddx39b,17.8198,19.9619,21.1303,22.1014,21.0438,18.8139,16.1969,19.1188,19.4677,21.6917,17.9328,16.0095
zgc:109949,164.514,130.85,87.1292,70.2031,111.097,119.404,166.9,174.772,90.2105,99.3689,134.003,142.964
zgc:153035,89.1609,45.5861,107.514,93.723,105.298,113.217,63.1185,70.6941,52.8438,116.575,147.573,133.666
,18.8294,5.24345,1.42653,1.59543,11.4242,34.6494,31.2495,14.6021,0.819839,1.67465,14.7817,30.9882
zgc:77060,12.4226,14.5501,56.7534,57.1466,72.4078,44.1847,29.2658,25.6046,42.8681,75.4129,80.8377,68.7883
MRPS34,10.7795,11.3311,15.5379,11.4982,10.8186,8.87286,9.75256,11.5584,14.8634,15.4144,11.5199,9.09023
zgc:158220,16.4489,12.218,7.10705,9.90699,13.3933,17.3302,18.9405,16.1222,9.76146,10.7093,17.37,18.4816
tob1a,30.2327,35.0687,60.1964,43.8199,37.321,32.3532,28.1182,33.211,50.2052,56.3274,51.7945,35.1345
nlk1,15.4168,13.2161,9.29936,9.31612,14.8416,16.577,15.0967,17.706,12.0099,10.7527,14.8081,16.5492
SMURF2,7.79052,6.50581,6.99577,5.40758,5.8982,8.71442,7.36771,7.29675,5.95147,5.63132,6.39381,7.54352
FOXRED2,14.2597,12.53,11.5022,8.50091,9.98356,9.62076,10.0395,13.1032,11.4571,9.05558,10.0268,10.6402
Mcm5,0.563767,2.67319,4.49776,8.64662,2.1914,1.23865,0.63997,2.67998,2.96768,3.16948,2.05011,0.258875
Tbc1d17,11.2905,11.7352,10.9711,9.06291,9.14946,11.3048,13.9413,12.6526,12.2842,8.3195,10.9004,10.2028
GFAP,9.67842,16.3381,32.0648,22.8681,18.6857,11.2117,14.4757,15.2298,25.5756,23.07,14.3686,11.7838
zgc:113006,17.4002,16.1414,24.4092,37.0505,29.3295,19.3423,19.4206,14.6346,18.8984,31.8954,26.255,22.0986
SGSM3,18.9109,18.1851,16.8177,10.3484,12.7032,14.7039,16.3853,15.5931,15.4586,12.6189,14.5672,13.2883
,20.7977,22.4799,23.6489,12.6893,14.627,20.9964,20.5299,25.5279,19.9642,14.5424,16.9963,16.2623
csnk1da,21.7368,35.9112,64.2621,56.9256,42.7736,34.7705,26.2508,33.6201,50.8759,55.1085,51.231,37.2557
gna13b,8.11033,10.4158,13.1548,12.1644,10.8363,8.57412,7.47174,12.0648,15.3889,10.6556,11.699,8.38729
WWP1,14.7938,13.8572,11.5948,8.13257,10.8907,11.9588,15.1425,15.5765,14.9701,9.73606,10.9936,10.9093
ndel1b,11.9052,11.775,7.92601,7.07012,7.53909,8.19179,10.0248,8.50676,10.1248,6.7791,7.30924,7.03439
zgc:91984,145.578,206.13,133.111,73.2218,52.4426,29.7202,92.2789,199.0,193.045,138.209,82.9722,64.2864
zgc:171489,65.7463,50.1303,26.688,24.324,40.1716,41.5451,68.1929,67.6765,27.2788,39.963,48.6944,45.6524
sec14l1,7.52285,8.42106,16.9733,16.4727,10.9053,8.2375,7.35959,11.8992,14.9972,11.2258,8.95565,8.71291
zgc:112372,0.263292,1.55475,3.05547,4.14377,4.34503,2.29622,3.28212,1.8287,3.26805,5.56807,2.85656,3.61446
MED21,4.98142,6.27363,5.6359,4.97478,4.86695,4.7048,5.4429,6.79906,6.93856,5.63961,3.44638,4.6313
PMPCB,10.1325,8.88763,10.7332,11.4403,9.45628,7.60399,7.35828,6.88402,10.8878,12.7478,10.7785,7.78733
,7.1759,7.27899,6.8207,4.81282,5.34501,7.62154,8.30908,6.10293,5.90687,3.09876,5.41848,6.16141
waslb,12.2805,14.4855,31.907,25.8158,19.257,14.389,18.8742,16.6972,28.9906,42.1199,23.9387,17.5843
ano2,28.8511,19.0259,10.0969,13.7458,22.7558,24.5326,28.644,24.1369,18.7879,20.3519,27.661,29.5884
Apex1,9.78631,14.8675,13.3829,15.8765,13.8913,12.2237,11.4803,10.7283,12.8706,15.1561,14.0196,9.3745
dock4b,11.4789,12.0136,8.52607,7.82061,12.1257,12.1823,12.7756,11.8079,9.54327,11.0233,13.3443,15.9567
LOC798210,10.1022,9.45006,16.4864,14.1979,15.0875,15.5941,6.9143,11.595,19.5051,19.9781,17.6903,13.9433
GDI2,161.615,207.956,186.991,173.446,177.823,143.428,155.62,170.49,186.223,199.519,175.808,157.278
cry1a,4.73526,7.95056,41.3148,32.6435,27.2576,19.9316,11.5162,8.657,33.774,44.0525,30.9723,29.3898
AKR1B1,3.59365,4.0359,6.24479,5.46054,5.92389,4.25089,4.01321,4.57576,7.0677,6.70672,6.84504,4.42955
Ube2h,68.9262,57.0333,43.9063,35.0744,41.8043,51.9618,58.9195,63.538,64.3292,44.6284,49.5953,45.1847
zgc:73347,21.54,24.3817,34.3307,16.1577,12.7676,13.7295,17.7843,27.7092,34.5193,21.7232,15.4162,16.5026
si:dkey-31f5.7,20.8506,16.4451,13.5646,17.3482,20.6033,20.8475,23.6334,20.0196,15.2633,18.5064,27.4865,24.5189
zgc:123180,8.48033,10.8436,13.9438,13.0503,10.1543,8.97524,10.1857,10.1661,14.7572,10.2151,12.1894,7.15642
GUCA1A,1537.42,1041.66,575.889,355.657,334.054,424.548,927.774,961.417,797.679,547.064,369.384,373.017
zgc:85944,7.26648,8.25545,10.3709,9.71911,7.68747,6.39838,6.01389,9.48501,7.87681,8.36746,6.30687,5.64484
dpysl5b,102.046,103.876,100.853,54.2393,46.5854,28.9128,67.747,94.5574,130.789,103.239,54.4125,50.6564
zgc:162885,5.12395,6.1654,2.97283,3.51329,5.30591,5.21974,6.3635,6.97012,4.25592,3.38126,4.06517,4.74179
zgc:162331,0.0,0.164044,3.10218,1.80888,1.15682,0.462514,0.354865,0.225213,2.94898,3.62338,0.679756,0.635133
si:dkey-21h14.1,2.75289,2.46445,1.24458,2.17868,2.51361,3.0105,2.96232,2.29179,1.64511,1.56963,2.27615,1.94776
GXYLT1,2.85252,2.13415,1.58215,1.00657,1.39469,2.05898,3.03296,3.18543,1.82093,0.96462,1.78643,2.87589
mest,23.4509,14.0245,9.98925,14.2464,16.9267,20.1767,27.6245,20.0688,14.933,14.8195,18.8354,23.0643
Kera,63.0225,18.7234,58.6865,42.9035,71.1736,116.423,72.3322,27.8133,27.497,62.2041,74.101,136.189
btg1,231.353,181.303,180.938,220.034,224.106,221.862,220.785,230.363,173.475,213.075,250.92,257.631
DENND5B,22.3458,23.9763,26.6134,15.6867,18.4468,16.934,23.3211,30.0994,25.4007,24.3431,17.6483,19.3404
BCAT1,44.7113,43.5932,37.165,21.2774,33.8494,33.0574,50.2223,55.2734,40.2773,30.1464,40.3925,38.6182
si:ch211-234f20.7,1.1792,1.20895,1.6469,1.57981,1.13409,1.18624,1.34987,1.26418,1.7007,1.54219,1.0141,1.18845
pfkfb3,19.8085,38.7645,51.702,32.0125,33.4436,24.216,29.0998,40.224,50.103,50.7685,36.409,30.893
LOC100001080,0.0,0.0,0.0,0.143872,0.0546427,0.0,0.0,0.0,0.0,0.141858,0.141986,0.0
,4.43762,5.00598,6.76757,10.0271,10.0862,6.54081,6.83791,4.51817,6.25178,11.9582,8.39128,7.08579
PDLIM5,0.238961,0.402054,0.696172,1.28446,1.70042,0.580719,0.719649,0.799691,1.11201,1.15504,1.00654,0.570122
mybbp1a,3.89407,6.15135,8.99813,10.9867,7.8914,6.83297,5.97484,6.66965,5.68109,8.93844,8.30256,7.0631
NPAS2,6.08644,5.99461,0.679662,3.78985,10.5855,16.1579,12.2116,9.68759,1.04826,2.3016,12.1463,16.6542
si:ch211-106a19.2,5.96908,5.51445,4.88975,4.50089,5.31701,4.59743,6.07933,5.96771,5.49051,4.35197,4.69821,5.80448
zfand5a,40.7104,50.5416,66.4195,35.6121,32.7043,26.7809,36.7135,58.0679,73.5322,48.2054,40.9023,35.4049
Tmem2,3.08726,4.31496,5.31333,5.10339,5.29425,4.69637,4.50751,4.02116,5.30736,5.25946,5.64473,4.28699
bcdo2l,3.2813,1.41485,6.72689,8.31814,4.48246,2.28994,2.20136,2.98292,8.98438,7.20158,5.22879,2.71434
zgc:100952,18.0274,18.9764,19.5383,18.9383,18.5409,11.0715,14.0256,17.6343,24.4141,24.2717,17.8871,13.6026
TIMM8B,22.8063,19.7457,10.0635,9.52926,6.33916,7.74199,14.0675,13.987,13.9169,5.6121,4.58402,4.41124
UBE2G2,12.3472,13.0137,9.58272,8.40633,11.5266,11.6373,13.1764,12.2037,11.7081,10.6418,10.4261,10.7432
aif1l,75.3354,72.9375,40.2137,46.7485,63.2063,61.5516,78.2257,74.7171,58.1218,51.4957,63.8251,78.6372
si:ch211-124k10.2,12.4633,9.40317,7.58996,8.04448,11.8237,10.7583,12.2696,12.8869,6.40312,10.6157,11.2621,13.2353
Ppp1r14a,15.9956,18.8478,28.3353,21.2689,15.9129,6.27687,12.5534,15.3805,37.8002,26.7057,14.3006,7.88292
TAGLN2,18.7429,14.9953,54.7762,52.7303,24.518,20.7579,20.2109,20.9629,52.8205,36.0748,24.5148,19.6238
bmp2k,18.0427,14.9483,12.4616,17.0483,19.6846,21.8028,21.2196,17.8328,16.1066,16.2703,18.1151,20.1576
ARL15,1.73862,0.663688,0.217622,0.563663,1.94152,1.35958,0.521425,0.155893,0.0,0.0,0.828905,1.45687
BCL7A,12.3204,15.8947,10.5254,9.30541,10.3514,14.036,16.0616,11.8976,10.6436,9.61638,10.613,9.90902
ctsl1a,100.667,92.9766,72.7693,53.0858,57.8797,62.4003,94.4005,72.8984,82.146,48.0857,51.3034,59.8565
zgc:110626,3.14993,5.26481,10.3293,6.66394,4.06152,2.78655,2.81844,3.9982,8.76192,7.62535,3.41276,3.31769
NOL6,2.05177,4.11452,5.62834,5.66343,3.93327,3.65747,4.20861,3.06096,4.6729,6.44041,5.07056,2.54916
zgc:152970,4.46886,4.48651,14.4283,29.0494,10.0203,7.76442,2.71985,6.76686,11.3355,18.2667,13.3096,7.09654
AATF,2.17998,3.42843,4.82914,4.21707,3.72304,3.05531,3.35144,3.44612,3.99405,5.45189,4.30525,3.80312
pja2,11.3669,15.0485,24.894,8.71287,6.30408,6.91608,9.94187,16.6243,29.7801,16.236,6.63555,5.79686
PPP2R1A,139.223,135.31,104.052,95.7552,112.099,113.642,135.721,121.104,106.602,111.246,112.181,106.748
zgc:110219,20.1553,15.2151,9.97617,8.80755,12.4735,12.7068,15.606,11.5421,9.35368,9.3603,10.4116,13.4456
grk1b,55.2135,27.0973,6.51578,15.4006,35.8135,41.01,64.9165,54.7087,20.5685,14.3599,34.0396,53.7866
zgc:136755,3.33669,2.20184,1.64111,2.00969,2.76971,3.56519,3.87691,2.32644,2.21634,2.06861,2.46364,3.24029
sepm,29.9792,26.1506,20.4538,19.5553,20.9565,22.4694,34.3084,27.1743,19.6084,22.0447,19.2954,23.037
gpsm1,81.5296,48.7363,4.68059,36.1941,64.3428,48.9255,60.8295,20.874,8.06853,29.6523,36.4778,58.5306
lhx3,1.76737,0.923471,1.03169,0.767897,1.42256,1.6456,2.01652,2.01263,0.495953,1.10833,1.12669,1.85119
EXOSC2,63.0455,87.6703,28.7916,14.3556,25.26,20.1312,60.2272,45.294,60.979,27.9907,28.4028,27.8893
ddx54,3.15632,4.9682,5.09888,5.43445,5.17632,4.39749,3.40425,5.40649,5.07026,6.43471,5.96269,4.15305
zgc:65779,6.12222,8.95721,11.2391,10.1473,7.87293,7.69071,8.37973,7.82856,10.43,8.96086,7.78941,6.93576
,6.2879,9.06959,9.71229,20.1176,25.2938,16.2193,11.6115,11.524,9.59764,18.4975,20.168,21.6143
RCL1,15.5248,18.4369,15.8971,12.7336,10.6161,7.76189,13.6332,13.2741,17.1701,15.394,10.4615,10.1501
zgc:73226,7.33696,3.83291,5.79612,11.8799,7.42212,5.47578,3.64572,4.41957,12.0849,12.5762,10.9082,4.44821
,11.6286,7.46992,10.7969,9.13333,13.6625,12.3882,11.5971,9.67404,6.74461,12.5276,15.2918,14.8791
eif1axa,10.6506,15.3646,15.0888,10.2634,9.84295,7.82452,11.1929,9.94591,15.5634,12.2398,11.3208,6.57324
ZNF703,12.4578,11.3778,11.5511,13.4495,7.96052,8.35161,12.3675,12.3497,15.7494,10.5997,8.84316,8.58911
TFAP2C,62.8417,67.8443,37.3473,35.0372,47.3218,43.1919,64.056,75.3784,39.973,41.3427,50.3742,58.5408
cyp1d1,3.11817,2.74936,4.30852,4.98942,4.05903,4.49282,2.45125,2.76616,3.13455,4.50192,5.80689,4.69719
zgc:100861,4.36369,3.80346,2.51805,2.71341,3.64795,3.85714,3.81395,3.40144,2.42685,2.6357,3.33461,4.04874
zgc:92201,1.10001,0.0,1.16745,2.27203,2.47514,2.12058,1.14608,1.49167,0.477684,1.58613,2.02965,3.17459
,32.1992,38.841,37.1738,30.1358,22.1881,16.8901,38.2161,41.1902,36.9031,26.964,22.2433,20.882
si:dkey-21k4.4,14.3496,11.8152,9.54078,10.5632,10.7015,10.976,14.6448,11.8054,8.78325,9.44793,11.8558,11.895
LOC100003209,2.18827,5.94249,16.0552,16.1268,8.60305,2.70479,2.07498,4.66135,12.1534,8.27742,5.0837,2.47449
surf6l,2.02616,2.91784,4.68577,5.02443,3.90383,2.16418,1.98842,2.52067,3.73176,4.54139,3.34268,3.62284
atp1b2b,76.5581,134.623,128.047,151.738,143.414,80.1149,107.757,133.531,138.978,178.233,155.599,119.123
snx18a,3.35483,4.24345,8.96968,5.41169,5.53493,4.45071,3.765,5.31518,7.05047,5.97103,4.6695,4.36396
si:dkey-9e15.1,45.8002,34.7957,31.0956,18.952,28.4814,25.9213,37.8138,40.3671,30.2465,27.7935,30.108,29.8815
sh2d3cb,2.76488,5.1112,10.8871,6.09944,6.44934,3.17171,4.8315,7.36185,11.5015,9.19828,8.5476,4.34385
zgc:153381,2.30864,2.30225,1.40804,1.57615,2.30876,2.48137,3.00183,2.65547,1.61909,1.94818,2.09425,2.52429
cplx4b,0.585816,1.7478,5.94991,4.44401,2.34868,0.943068,0.436804,1.4232,1.36054,3.78132,1.82619,1.42046
si:dkey-273o13.5,6.49412,7.49957,5.3285,4.6932,4.96648,6.59034,5.65947,7.27745,5.81461,4.59932,5.64218,5.17089
zgc:158317,12.5797,11.1641,10.4289,6.76785,10.5802,15.5675,16.7086,11.0981,9.07823,9.93135,13.4892,12.0669
LOC100001127,2.31144,1.89543,2.44746,3.07158,3.15331,2.27229,2.31948,1.71145,1.52707,2.53278,4.34206,2.91993
si:ch211-283h6.6,8.42851,13.5608,12.6328,16.3601,7.557,6.7947,8.00655,12.7502,12.681,10.1617,9.69727,5.69526
PLXNA1,11.9426,8.89452,7.39499,6.11957,6.94766,10.137,11.7826,11.2701,7.95364,7.12812,7.49575,7.42211
pa2g4a,17.8626,19.4071,24.937,27.8215,23.9051,24.0521,19.359,17.2862,19.8651,22.5488,24.3583,18.1971
CYP27C1,21.5414,31.2732,206.799,102.214,32.7041,18.6431,15.2765,32.4212,145.095,102.072,41.511,14.1695
zgc:152917,19.8464,17.5918,16.4841,13.8078,17.7521,21.7037,21.6231,21.485,15.3722,15.296,22.991,19.5234
st6gal2-r,45.4948,17.8871,46.2398,53.1341,58.3332,25.6903,21.268,34.0958,25.3391,71.1673,59.9528,52.4981
znf207b,21.5457,24.0741,19.8416,19.4181,18.4231,20.0247,24.0789,19.8277,21.1657,17.0539,18.9827,20.6271
actl6a,14.7165,18.1973,13.8357,14.8899,13.1648,13.9945,15.3511,16.6928,16.3064,12.5757,12.4007,11.1648
PIK3R3,15.5617,21.3933,26.5342,26.9097,33.3619,26.5976,14.2468,25.2922,27.9577,32.2374,35.9032,26.1874
UAP1,7.33529,6.79206,5.56085,4.53781,4.62643,5.12867,6.12145,7.08665,6.68565,5.32924,5.91191,4.64032
CYFIP1,45.9633,35.8903,32.9741,48.5219,53.7351,47.6142,53.0204,40.5341,26.6322,38.1176,42.6529,49.5607
CTSZ,18.4858,17.8111,16.3004,16.4657,14.5095,15.1163,18.3456,20.062,16.67,10.9529,11.9871,13.0179
ahcY,372.075,342.59,441.798,598.616,745.033,364.642,492.704,378.294,397.996,579.306,653.193,511.33
MST1,14.7889,16.5799,43.5872,44.9257,35.8352,20.6906,13.4505,26.0881,29.0557,67.3234,47.1342,35.3759
Gnb1l,39.6545,30.3602,27.5735,37.9471,60.8532,71.4722,43.0745,58.7192,16.0686,28.8705,64.6265,69.2261
zgc:153948,15.691,23.0353,27.8991,36.212,32.9889,22.4915,19.6467,17.5853,18.7128,25.8758,24.621,21.3003
zgc:65895,28.5714,47.6425,91.9596,81.444,54.2929,32.3235,31.6406,39.5403,73.2994,117.429,80.3399,49.0503
zgc:85939,15.0795,16.0771,32.7377,29.4466,19.3787,15.5692,13.2963,15.6942,23.4001,28.335,24.0021,20.8056
myh9l2,56.2856,48.2493,46.6671,36.6771,18.9676,25.3117,39.9118,53.2216,53.3862,24.6942,24.1005,22.4645
zgc:136817,5.46163,12.171,10.4749,4.32553,3.06786,5.62975,4.48782,11.1611,13.669,3.92462,4.00107,4.2489
,9.07598,1.61725,1.12997,1.64151,20.8003,82.8676,33.7254,4.41635,1.40185,3.51582,25.4775,78.7344
LOC799271,5.39372,4.79098,4.2245,7.49697,15.6453,7.68948,11.0248,5.41278,3.71491,8.52558,11.7852,17.2327
st6gal2-r,0.788814,1.37065,6.07635,5.01746,2.3405,2.31724,1.41978,1.60002,3.32466,3.16415,2.11911,1.11419
cxcr7,54.6966,35.4755,48.1481,41.8457,77.5793,68.9144,83.891,54.4156,37.995,51.9959,84.9362,100.97
pgm1,17.2003,26.2421,29.7787,33.1468,34.5143,20.0934,21.0938,22.6893,29.6169,37.253,27.1365,26.9337
usp1,7.13643,7.45492,9.95276,9.01347,7.60163,6.79824,6.47124,7.85766,9.46559,8.5777,7.86366,6.75789
CTH,5.71784,7.35355,17.4681,21.7059,22.3801,8.65472,7.18046,7.08895,21.234,23.7407,24.7719,14.5487
atf7b,10.1447,17.1545,26.7288,19.6416,19.2346,17.131,12.9147,18.2603,25.0532,29.9162,27.0427,18.4633
pfkmb,25.2229,32.8898,28.2759,12.3292,9.34019,8.95433,27.6134,33.7744,40.8049,31.1837,10.0953,10.4189
zgc:92046,21.0674,24.624,23.3496,14.5099,14.4255,20.5158,19.538,23.73,22.9354,13.617,17.1618,15.3579
SLC6A13,34.4103,19.9462,13.5215,12.3655,24.4862,25.3473,29.7628,16.5989,23.0147,17.9065,21.4305,30.2488
Rbm19,2.15932,2.95112,4.82093,5.08126,3.47502,3.59613,2.19008,3.01901,3.68393,3.71207,4.62858,3.06369
TARDBP,87.1035,83.5845,65.6733,54.291,70.1757,76.207,92.7271,87.9395,82.2726,65.2229,75.1377,77.6297
capza1a,17.943,22.7333,26.9637,27.5697,20.272,20.2149,16.3852,22.0679,21.6901,20.6266,22.9325,14.1752
TOMM34,5.04276,5.0549,4.10795,3.49345,4.98086,5.39344,4.73455,4.57066,4.30011,3.63451,4.15725,4.78245
zgc:64031,61.5033,35.0155,11.5407,46.4683,94.3633,109.962,67.4815,60.6797,16.6168,27.5767,66.7458,116.737
zgc:123190,3.15567,5.13502,2.95161,1.3561,0.579342,0.449587,2.01053,1.20037,3.52494,0.436483,0.435954,0.328929
DDX27,3.42724,3.95068,8.15348,6.72328,5.78644,4.9873,4.20707,5.05232,4.30402,7.93646,7.25821,4.16227
PMEPA1,8.05694,3.99324,3.32286,3.92271,4.96607,6.82573,10.1775,7.13324,2.97563,4.78653,6.01146,6.43072
Nop10,9.38214,15.0406,10.3955,10.6249,8.78152,7.40614,12.0327,10.6931,14.3716,10.6675,9.6271,5.46407
,2.26384,2.16023,2.19684,1.68548,1.43062,1.57387,2.173,2.0687,2.19867,0.819396,1.42164,1.59904
zgc:158677,28.9902,34.2112,67.5035,48.7913,43.5171,23.2787,31.6652,38.8409,54.1519,73.8956,49.4159,37.3001
RTN3,11.4138,12.5086,31.8999,47.8457,43.016,36.5699,25.5205,29.6253,15.707,35.3924,42.2697,50.2339
zgc:171731,0.506167,1.33718,0.963407,2.26998,0.874014,0.296825,0.436925,1.53456,1.48338,1.11464,0.971207,0.355176
zgc:153296,7.19316,8.53537,8.40848,8.59919,8.56253,8.17241,7.51747,8.95372,9.23638,10.4576,9.28331,7.24247
pygmb,55.7467,64.9122,80.5137,78.0325,89.8932,68.4433,70.3304,74.668,80.9005,109.268,102.772,90.1249
zgc:113305,1.11516,1.37259,1.56269,2.29421,1.19457,0.984245,0.527417,1.33809,2.61125,1.83211,1.44896,1.07095
CYP26B1,5.77048,1.67886,3.63331,10.5421,8.22644,10.6639,6.98252,5.90532,8.19262,9.40798,11.0701,8.41374
